Date,count_heard_inf,news_inflation,news_inflation_ratio,count_heard_unfav,unfav_inflation,unfav_inflation_ratio,count_heard_fav,fav_inflation,fav_inflation_ratio,count_up_or_down,go_up,go_up_same_rate,stay_same,go_down
1998.999999999981,497,3,0.006036217303822937,497,2,0.004024144869215292,497,1,0.002012072434607646,497,297,93,86,17
1999.0833333333142,500,2,0.004,500,0,0.0,500,2,0.004,500,322,75,86,10
1999.1666666666474,500,6,0.012,500,3,0.006,500,3,0.006,500,319,83,71,18
1999.2499999999807,500,4,0.008,500,2,0.004,500,2,0.004,500,343,91,60,6
1999.333333333314,500,11,0.022,500,8,0.016,500,3,0.006,500,339,73,75,8
1999.4166666666472,500,5,0.01,500,3,0.006,500,2,0.004,500,332,76,77,11
1999.4999999999804,500,7,0.014,500,5,0.01,500,2,0.004,500,315,83,83,12
1999.5833333333137,501,8,0.015968063872255488,501,4,0.007984031936127744,501,4,0.007984031936127744,501,361,64,63,6
1999.666666666647,500,7,0.014,500,7,0.014,500,0,0.0,500,352,75,56,11
1999.7499999999802,500,7,0.014,500,6,0.012,500,1,0.002,500,362,69,58,2
1999.8333333333135,492,9,0.018292682926829267,492,4,0.008130081300813009,492,5,0.01016260162601626,492,352,54,67,13
1999.9166666666467,505,6,0.011881188118811881,505,4,0.007920792079207921,505,2,0.0039603960396039604,505,355,72,61,10
1999.99999999998,506,2,0.003952569169960474,506,1,0.001976284584980237,506,1,0.001976284584980237,506,344,69,75,12
2000.0833333333132,503,12,0.02385685884691849,503,10,0.019880715705765408,503,2,0.003976143141153081,503,361,71,57,6
2000.1666666666465,500,49,0.098,500,48,0.096,500,1,0.002,500,399,53,37,4
2000.2499999999798,502,29,0.05776892430278884,502,27,0.053784860557768925,502,2,0.00398406374501992,502,380,63,51,5
2000.333333333313,501,20,0.03992015968063872,501,18,0.03592814371257485,501,2,0.003992015968063872,501,360,77,56,7
2000.4166666666463,500,29,0.058,500,26,0.052,500,3,0.006,500,363,71,53,10
2000.4999999999795,502,27,0.053784860557768925,502,25,0.049800796812749,502,2,0.00398406374501992,502,387,47,54,9
2000.5833333333128,505,24,0.047524752475247525,505,23,0.04554455445544554,505,1,0.0019801980198019802,505,353,58,75,11
2000.666666666646,501,36,0.0718562874251497,501,33,0.0658682634730539,501,3,0.005988023952095809,501,373,55,59,10
2000.7499999999793,500,47,0.094,500,47,0.094,500,0,0.0,500,374,59,50,10
2000.8333333333126,500,34,0.068,500,32,0.064,500,2,0.004,500,363,53,64,8
2000.9166666666458,500,11,0.022,500,10,0.02,500,1,0.002,500,331,67,76,17
2000.999999999979,500,17,0.034,500,16,0.032,500,1,0.002,500,338,63,73,18
2001.0833333333123,501,11,0.021956087824351298,501,11,0.021956087824351298,501,0,0.0,501,303,50,107,32
2001.1666666666456,500,14,0.028,500,14,0.028,500,0,0.0,500,300,72,98,24
2001.2499999999789,500,15,0.03,500,15,0.03,500,0,0.0,500,328,56,86,25
2001.333333333312,501,28,0.05588822355289421,501,27,0.05389221556886228,501,1,0.001996007984031936,501,364,51,56,22
2001.4166666666454,500,25,0.05,500,24,0.048,500,1,0.002,500,352,57,64,20
2001.4999999999786,501,8,0.015968063872255488,501,6,0.011976047904191617,501,2,0.003992015968063872,501,282,74,113,25
2001.5833333333119,500,11,0.022,500,7,0.014,500,4,0.008,500,288,66,107,33
2001.6666666666451,500,5,0.01,500,4,0.008,500,1,0.002,500,283,69,94,40
2001.7499999999784,506,4,0.007905138339920948,506,2,0.003952569169960474,506,2,0.003952569169960474,506,204,51,151,83
2001.8333333333117,504,4,0.007936507936507936,504,3,0.005952380952380952,504,1,0.001984126984126984,504,183,43,167,95
2001.916666666645,500,5,0.01,500,1,0.002,500,4,0.008,500,230,62,119,74
2001.9999999999782,500,2,0.004,500,1,0.002,500,1,0.002,500,223,83,139,41
2002.0833333333114,500,4,0.008,500,1,0.002,500,3,0.006,500,230,91,144,28
2002.1666666666447,500,9,0.018,500,7,0.014,500,2,0.004,500,285,68,116,16
2002.249999999978,502,16,0.03187250996015936,502,15,0.029880478087649404,502,1,0.00199203187250996,502,324,68,84,15
2002.3333333333112,500,9,0.018,500,9,0.018,500,0,0.0,500,294,76,96,18
2002.4166666666445,501,3,0.005988023952095809,501,3,0.005988023952095809,501,0,0.0,501,283,78,108,18
2002.4999999999777,501,5,0.00998003992015968,501,3,0.005988023952095809,501,2,0.003992015968063872,501,276,81,116,22
2002.583333333311,500,8,0.016,500,4,0.008,500,4,0.008,500,278,66,118,29
2002.6666666666442,501,3,0.005988023952095809,501,2,0.003992015968063872,501,1,0.001996007984031936,501,296,60,115,20
2002.7499999999775,502,4,0.00796812749003984,502,4,0.00796812749003984,502,0,0.0,502,290,58,116,24
2002.8333333333107,504,1,0.001984126984126984,504,0,0.0,504,1,0.001984126984126984,504,266,68,139,25
2002.916666666644,500,5,0.01,500,4,0.008,500,1,0.002,500,255,67,134,33
2002.9999999999773,501,8,0.015968063872255488,501,5,0.00998003992015968,501,3,0.005988023952095809,501,282,65,120,27
2003.0833333333105,501,11,0.021956087824351298,501,11,0.021956087824351298,501,0,0.0,501,322,58,87,24
2003.1666666666438,504,19,0.037698412698412696,504,18,0.03571428571428571,504,1,0.001984126984126984,504,354,50,75,17
2003.249999999977,500,10,0.02,500,5,0.01,500,5,0.01,500,278,70,114,34
2003.3333333333103,500,8,0.016,500,6,0.012,500,2,0.004,500,256,80,137,22
2003.4166666666436,500,6,0.012,500,4,0.008,500,2,0.004,500,256,62,139,34
2003.4999999999768,502,6,0.01195219123505976,502,5,0.0099601593625498,502,1,0.00199203187250996,502,253,72,137,32
2003.58333333331,501,6,0.011976047904191617,501,4,0.007984031936127744,501,2,0.003992015968063872,501,293,74,105,22
2003.6666666666433,500,12,0.024,500,11,0.022,500,1,0.002,500,319,69,98,9
2003.7499999999766,500,4,0.008,500,4,0.008,500,0,0.0,500,294,72,105,24
2003.8333333333098,505,5,0.009900990099009901,505,5,0.009900990099009901,505,0,0.0,505,300,78,109,12
2003.916666666643,500,4,0.008,500,2,0.004,500,2,0.004,500,302,74,102,18
2003.9999999999764,509,4,0.007858546168958742,509,2,0.003929273084479371,509,2,0.003929273084479371,509,313,76,92,23
2004.0833333333096,500,5,0.01,500,4,0.008,500,1,0.002,500,304,64,114,16
2004.1666666666429,501,8,0.015968063872255488,501,6,0.011976047904191617,501,2,0.003992015968063872,501,327,75,82,13
2004.2499999999761,500,23,0.046,500,23,0.046,500,0,0.0,500,364,65,60,7
2004.3333333333094,500,43,0.086,500,42,0.084,500,1,0.002,500,397,43,45,12
2004.4166666666426,514,40,0.07782101167315175,514,40,0.07782101167315175,514,0,0.0,514,387,53,63,8
2004.499999999976,509,25,0.04911591355599214,509,22,0.043222003929273084,509,3,0.005893909626719057,509,369,69,56,10
2004.5833333333092,502,19,0.037848605577689244,502,17,0.03386454183266932,502,2,0.00398406374501992,502,357,52,70,19
2004.6666666666424,500,13,0.026,500,11,0.022,500,2,0.004,500,348,79,60,9
2004.7499999999757,502,29,0.05776892430278884,502,28,0.055776892430278883,502,1,0.00199203187250996,502,382,56,50,10
2004.833333333309,502,26,0.05179282868525897,502,23,0.045816733067729085,502,3,0.00597609561752988,502,354,65,70,11
2004.9166666666422,501,19,0.03792415169660679,501,17,0.033932135728542916,501,2,0.003992015968063872,501,357,72,60,11
2004.9999999999754,494,12,0.024291497975708502,494,8,0.016194331983805668,494,4,0.008097165991902834,494,365,53,68,7
2005.0833333333087,497,12,0.02414486921529175,497,10,0.02012072434607646,497,2,0.004024144869215292,497,365,68,58,5
2005.166666666642,496,31,0.0625,496,30,0.06048387096774194,496,1,0.0020161290322580645,496,394,46,46,7
2005.2499999999752,499,65,0.13026052104208416,499,65,0.13026052104208416,499,0,0.0,499,417,30,44,6
2005.3333333333085,502,55,0.10956175298804781,502,54,0.10756972111553785,502,1,0.00199203187250996,502,400,54,38,9
2005.4166666666417,501,46,0.09181636726546906,501,40,0.07984031936127745,501,6,0.011976047904191617,501,394,59,41,6
2005.499999999975,506,45,0.08893280632411067,506,42,0.08300395256916997,506,3,0.005928853754940711,506,395,47,56,7
2005.5833333333082,505,50,0.09900990099009901,505,50,0.09900990099009901,505,0,0.0,505,402,46,38,15
