Date,total_num_articles,num_of_relevant_articles,inflation_articles_per_month,positive_articles,neutral_articles,negative_articles,sentiment_gap
2009.0833333333069,10072.0,490.0,2.0,0.0,0.0,2.0,2.0
2009.1666666666401,11334.0,464.0,1.0,0.0,1.0,0.0,0.0
2009.2499999999734,11042.0,445.0,1.0,0.0,0.0,1.0,1.0
2009.3333333333067,13632.0,461.0,3.0,0.0,1.0,2.0,2.0
2009.41666666664,14413.0,430.0,2.0,1.0,0.0,1.0,0.0
2009.4999999999732,13687.0,405.0,2.0,0.0,0.0,2.0,2.0
2009.5833333333064,13140.0,370.0,1.0,1.0,0.0,0.0,-1.0
2009.6666666666397,14558.0,493.0,2.0,0.0,0.0,2.0,2.0
2009.749999999973,15463.0,423.0,6.0,0.0,1.0,5.0,5.0
2009.8333333333062,9432.0,332.0,1.0,0.0,0.0,1.0,1.0
2009.9166666666395,9475.0,283.0,2.0,0.0,0.0,2.0,2.0
2009.9999999999727,9820.0,363.0,3.0,0.0,1.0,2.0,2.0
2010.083333333306,9298.0,387.0,7.0,1.0,1.0,5.0,4.0
2010.1666666666392,10452.0,402.0,5.0,1.0,3.0,1.0,0.0
2010.2499999999725,9770.0,343.0,1.0,0.0,0.0,1.0,1.0
2010.3333333333057,9537.0,400.0,3.0,1.0,0.0,2.0,1.0
2010.416666666639,9609.0,412.0,1.0,0.0,0.0,1.0,1.0
2010.4999999999723,9085.0,421.0,5.0,0.0,0.0,5.0,5.0
2010.5833333333055,8793.0,434.0,8.0,0.0,0.0,8.0,8.0
2010.6666666666388,9404.0,510.0,3.0,0.0,1.0,2.0,2.0
2010.749999999972,9691.0,486.0,6.0,1.0,1.0,4.0,3.0
2010.8333333333053,8679.0,538.0,6.0,0.0,1.0,5.0,5.0
2010.9166666666385,8310.0,458.0,1.0,0.0,0.0,1.0,1.0
2010.9999999999718,8478.0,422.0,5.0,2.0,1.0,2.0,0.0
2011.083333333305,7917.0,328.0,3.0,0.0,1.0,2.0,2.0
2011.1666666666383,9026.0,356.0,3.0,0.0,0.0,3.0,3.0
2011.2499999999716,8751.0,335.0,8.0,1.0,2.0,5.0,4.0
2011.3333333333048,8732.0,362.0,2.0,0.0,1.0,1.0,1.0
2011.416666666638,8602.0,525.0,4.0,0.0,1.0,3.0,3.0
2011.4999999999714,7987.0,578.0,4.0,0.0,1.0,3.0,3.0
2011.5833333333046,8138.0,646.0,3.0,0.0,2.0,1.0,1.0
2011.6666666666379,9200.0,787.0,3.0,0.0,1.0,2.0,2.0
2011.7499999999711,8912.0,561.0,3.0,1.0,0.0,2.0,1.0
2011.8333333333044,8722.0,542.0,0.0,0.0,0.0,0.0,0.0
2011.9166666666376,8504.0,548.0,2.0,0.0,2.0,0.0,0.0
2011.999999999971,9168.0,556.0,0.0,0.0,0.0,0.0,0.0
2012.0833333333042,8796.0,528.0,2.0,0.0,0.0,2.0,2.0
2012.1666666666374,9280.0,591.0,2.0,1.0,0.0,1.0,0.0
2012.2499999999707,8240.0,522.0,2.0,0.0,0.0,2.0,2.0
2012.333333333304,8862.0,543.0,2.0,0.0,1.0,1.0,1.0
2012.4166666666372,8704.0,559.0,1.0,0.0,0.0,1.0,1.0
2012.4999999999704,7795.0,521.0,3.0,0.0,2.0,1.0,1.0
2012.5833333333037,8202.0,606.0,3.0,1.0,0.0,2.0,1.0
2012.666666666637,8306.0,617.0,1.0,0.0,0.0,1.0,1.0
2012.7499999999702,8731.0,506.0,0.0,0.0,0.0,0.0,0.0
2012.8333333333035,7959.0,552.0,1.0,0.0,0.0,1.0,1.0
2012.9166666666367,7212.0,476.0,2.0,0.0,1.0,1.0,1.0
2012.99999999997,7961.0,563.0,1.0,0.0,0.0,1.0,1.0
2013.0833333333032,7504.0,463.0,4.0,0.0,0.0,4.0,4.0
2013.1666666666365,8181.0,488.0,2.0,0.0,1.0,1.0,1.0
2013.2499999999698,7616.0,438.0,3.0,2.0,0.0,1.0,-1.0
2013.333333333303,7968.0,498.0,4.0,0.0,2.0,2.0,2.0
2013.4166666666363,7401.0,510.0,5.0,1.0,0.0,4.0,3.0
2013.4999999999695,6870.0,421.0,5.0,0.0,3.0,2.0,2.0
2013.5833333333028,6634.0,501.0,2.0,0.0,0.0,2.0,2.0
2013.666666666636,7348.0,571.0,0.0,0.0,0.0,0.0,0.0
2013.7499999999693,7711.0,539.0,5.0,0.0,2.0,3.0,3.0
2013.8333333333026,7015.0,437.0,2.0,0.0,0.0,2.0,2.0
2013.9166666666358,6775.0,424.0,1.0,0.0,0.0,1.0,1.0
2013.999999999969,7337.0,497.0,3.0,1.0,0.0,2.0,1.0
2014.0833333333023,6941.0,454.0,2.0,0.0,2.0,0.0,0.0
2014.1666666666356,7187.0,505.0,5.0,0.0,1.0,4.0,4.0
2014.2499999999688,7344.0,501.0,4.0,1.0,1.0,2.0,1.0
2014.333333333302,7549.0,521.0,4.0,0.0,1.0,3.0,3.0
2014.4166666666354,7345.0,632.0,1.0,1.0,0.0,0.0,-1.0
2014.4999999999686,6814.0,568.0,6.0,1.0,2.0,3.0,2.0
2014.5833333333019,6577.0,512.0,7.0,1.0,1.0,5.0,4.0
2014.6666666666351,7585.0,594.0,5.0,1.0,1.0,3.0,2.0
2014.7499999999684,7862.0,606.0,9.0,0.0,1.0,8.0,8.0
2014.8333333333017,6709.0,598.0,5.0,0.0,1.0,4.0,4.0
2014.916666666635,6701.0,511.0,5.0,0.0,1.0,4.0,4.0
2014.9999999999682,6906.0,477.0,11.0,0.0,0.0,11.0,11.0
2015.0833333333014,6437.0,396.0,1.0,0.0,0.0,1.0,1.0
2015.1666666666347,6975.0,556.0,4.0,0.0,0.0,4.0,4.0
2015.249999999968,6542.0,486.0,2.0,0.0,0.0,2.0,2.0
2015.3333333333012,6634.0,475.0,0.0,0.0,0.0,0.0,0.0
2015.4166666666345,6947.0,491.0,1.0,0.0,0.0,1.0,1.0
2015.4999999999677,6758.0,513.0,2.0,1.0,0.0,1.0,0.0
2015.583333333301,6086.0,390.0,4.0,0.0,1.0,3.0,3.0
2015.6666666666342,6990.0,578.0,5.0,0.0,4.0,1.0,1.0
2015.7499999999675,7365.0,509.0,3.0,0.0,1.0,2.0,2.0
2015.8333333333007,6241.0,394.0,2.0,0.0,2.0,0.0,0.0
2015.916666666634,6371.0,472.0,3.0,0.0,1.0,2.0,2.0
2015.9999999999673,6265.0,454.0,3.0,0.0,0.0,3.0,3.0
2016.0833333333005,6448.0,458.0,0.0,0.0,0.0,0.0,0.0
2016.1666666666338,6487.0,453.0,1.0,0.0,0.0,1.0,1.0
2016.249999999967,5927.0,371.0,0.0,0.0,0.0,0.0,0.0
2016.3333333333003,5921.0,365.0,0.0,0.0,0.0,0.0,0.0
2016.4166666666335,5920.0,352.0,1.0,1.0,0.0,0.0,-1.0
2016.4999999999668,5594.0,359.0,1.0,0.0,0.0,1.0,1.0
2016.5833333333,5224.0,340.0,2.0,0.0,0.0,2.0,2.0
2016.6666666666333,5894.0,404.0,0.0,0.0,0.0,0.0,0.0
2016.7499999999666,5511.0,291.0,1.0,0.0,0.0,1.0,1.0
2016.8333333332998,5331.0,547.0,2.0,0.0,1.0,1.0,1.0
2016.916666666633,4967.0,571.0,1.0,0.0,0.0,1.0,1.0
2016.9999999999663,5129.0,788.0,1.0,1.0,0.0,0.0,-1.0
2017.0833333332996,4935.0,817.0,1.0,0.0,0.0,1.0,1.0
2017.1666666666329,5546.0,858.0,4.0,1.0,1.0,2.0,1.0
2017.2499999999661,4878.0,662.0,2.0,0.0,1.0,1.0,1.0
2017.3333333332994,5384.0,809.0,2.0,0.0,0.0,2.0,2.0
2017.4166666666326,5300.0,786.0,1.0,0.0,1.0,0.0,0.0
2017.499999999966,4757.0,730.0,2.0,1.0,0.0,1.0,0.0
2017.5833333332992,4854.0,758.0,1.0,0.0,0.0,1.0,1.0
2017.6666666666324,5033.0,706.0,1.0,0.0,0.0,1.0,1.0
2017.7499999999657,5214.0,665.0,4.0,0.0,1.0,3.0,3.0
2017.833333333299,4834.0,674.0,2.0,0.0,0.0,2.0,2.0
2017.9166666666322,4560.0,628.0,2.0,0.0,0.0,2.0,2.0
2017.9999999999654,4757.0,732.0,1.0,0.0,1.0,0.0,0.0
2018.0833333332987,4573.0,638.0,7.0,0.0,2.0,5.0,5.0
2018.166666666632,5034.0,784.0,3.0,0.0,1.0,2.0,2.0
2018.2499999999652,4655.0,703.0,6.0,0.0,2.0,4.0,4.0
2018.3333333332985,5127.0,748.0,2.0,0.0,0.0,2.0,2.0
2018.4166666666317,4988.0,918.0,2.0,0.0,1.0,1.0,1.0
2018.499999999965,4444.0,814.0,4.0,1.0,2.0,1.0,0.0
2018.5833333332982,6381.0,784.0,2.0,1.0,0.0,1.0,0.0
2018.6666666666315,4722.0,842.0,1.0,0.0,0.0,1.0,1.0
2018.7499999999648,5146.0,830.0,3.0,0.0,0.0,3.0,3.0
2018.833333333298,4829.0,809.0,2.0,0.0,0.0,2.0,2.0
2018.9166666666313,4193.0,722.0,0.0,0.0,0.0,0.0,0.0
2018.9999999999645,4482.0,845.0,3.0,0.0,0.0,3.0,3.0
2019.0833333332978,4122.0,722.0,3.0,0.0,3.0,0.0,0.0
2019.166666666631,4690.0,779.0,0.0,0.0,0.0,0.0,0.0
2019.2499999999643,4523.0,719.0,2.0,0.0,0.0,2.0,2.0
2019.3333333332976,4737.0,775.0,9.0,1.0,0.0,8.0,7.0
2019.4166666666308,4496.0,874.0,3.0,0.0,0.0,3.0,3.0
2019.499999999964,4287.0,878.0,6.0,2.0,2.0,2.0,0.0
2019.5833333332973,4109.0,774.0,3.0,0.0,1.0,2.0,2.0
2019.6666666666306,4418.0,796.0,2.0,0.0,1.0,1.0,1.0
2019.7499999999638,4989.0,814.0,0.0,0.0,0.0,0.0,0.0
2019.833333333297,4420.0,727.0,1.0,0.0,1.0,0.0,0.0
2019.9166666666304,3985.0,680.0,1.0,0.0,0.0,1.0,1.0
2019.9999999999636,4480.0,869.0,1.0,0.0,0.0,1.0,1.0
2020.0833333332969,4240.0,729.0,0.0,0.0,0.0,0.0,0.0
2020.1666666666301,4883.0,961.0,0.0,0.0,0.0,0.0,0.0
2020.2499999999634,5019.0,835.0,0.0,0.0,0.0,0.0,0.0
2020.3333333332967,4347.0,800.0,1.0,0.0,1.0,0.0,0.0
2020.41666666663,4492.0,834.0,1.0,0.0,0.0,1.0,1.0
2020.4999999999632,4459.0,808.0,0.0,0.0,0.0,0.0,0.0
2020.5833333332964,4439.0,785.0,3.0,1.0,0.0,2.0,1.0
2020.6666666666297,4609.0,855.0,2.0,0.0,1.0,1.0,1.0
2020.749999999963,5257.0,881.0,0.0,0.0,0.0,0.0,0.0
2020.8333333332962,5114.0,846.0,0.0,0.0,0.0,0.0,0.0
2020.9166666666295,4154.0,639.0,0.0,0.0,0.0,0.0,0.0
2020.9999999999627,7001.0,1008.0,3.0,0.0,0.0,3.0,3.0
2021.083333333296,4260.0,704.0,8.0,0.0,3.0,5.0,5.0
2021.1666666666292,4786.0,740.0,12.0,1.0,4.0,7.0,6.0
2021.2499999999625,4592.0,684.0,12.0,1.0,4.0,7.0,6.0
2021.3333333332957,4265.0,651.0,14.0,0.0,2.0,12.0,12.0
2021.416666666629,4260.0,663.0,17.0,3.0,3.0,11.0,8.0
2021.4999999999623,4467.0,645.0,19.0,2.0,5.0,12.0,10.0
2021.5833333332955,4223.0,676.0,14.0,0.0,4.0,10.0,10.0
2021.6666666666288,4482.0,718.0,7.0,2.0,1.0,4.0,2.0
2021.749999999962,4254.0,651.0,21.0,5.0,3.0,13.0,8.0
2021.8333333332953,4006.0,578.0,41.0,5.0,6.0,30.0,25.0
2021.9166666666285,3933.0,549.0,31.0,1.0,4.0,26.0,25.0
2021.9999999999618,3799.0,641.0,38.0,6.0,9.0,23.0,17.0
2022.083333333295,4059.0,663.0,39.0,5.0,9.0,25.0,20.0
2022.1666666666283,4310.0,668.0,37.0,4.0,6.0,27.0,23.0
2022.2499999999616,3934.0,555.0,29.0,3.0,5.0,21.0,18.0
2022.3333333332948,4179.0,665.0,47.0,4.0,2.0,41.0,37.0
2022.416666666628,4374.0,723.0,60.0,1.0,7.0,52.0,51.0
2022.4999999999613,3835.0,658.0,54.0,1.0,14.0,39.0,38.0
2022.5833333332946,3983.0,740.0,61.0,12.0,12.0,37.0,25.0
2022.6666666666279,4087.0,602.0,40.0,6.0,9.0,25.0,19.0
2022.7499999999611,3857.0,620.0,50.0,7.0,6.0,37.0,30.0
2022.8333333332944,4742.0,723.0,45.0,4.0,5.0,36.0,32.0
2022.9166666666276,3548.0,574.0,29.0,2.0,4.0,23.0,21.0
